state,state_abbrev,date_us,Attribute,Value
Northern Territory,NT,11/07/2021,hosp_cum,8
Northern Territory,NT,11/07/2021,icu_cum,0
Northern Territory,NT,11/07/2021,vent_cum,0
Tasmania,TAS,11/07/2021,hosp_cum,0
Tasmania,TAS,11/07/2021,icu_cum,0
Tasmania,TAS,11/07/2021,vent_cum,0
Victoria,VIC,11/07/2021,hosp_cum,3
Victoria,VIC,11/07/2021,icu_cum,0
Victoria,VIC,11/07/2021,vent_cum,0
South Australia,SA,11/07/2021,hosp_cum,2
South Australia,SA,11/07/2021,icu_cum,0
South Australia,SA,11/07/2021,vent_cum,0
Queensland,QLD,11/07/2021,hosp_cum,46
Queensland,QLD,11/07/2021,icu_cum,1
Queensland,QLD,11/07/2021,vent_cum,0
Western Australia,WA,11/07/2021,hosp_cum,2
Western Australia,WA,11/07/2021,icu_cum,1
Western Australia,WA,11/07/2021,vent_cum,0
New South Wales,NSW,11/07/2021,hosp_cum,52
New South Wales,NSW,11/07/2021,icu_cum,15
New South Wales,NSW,11/07/2021,vent_cum,5
Australian Capital Territory,ACT,12/07/2021,hosp_cum,0
Australian Capital Territory,ACT,12/07/2021,icu_cum,0
Australian Capital Territory,ACT,12/07/2021,vent_cum,0
Tasmania,TAS,12/07/2021,hosp_cum,0
Tasmania,TAS,12/07/2021,icu_cum,0
Tasmania,TAS,12/07/2021,vent_cum,0
Northern Territory,NT,12/07/2021,hosp_cum,9
Northern Territory,NT,12/07/2021,icu_cum,0
Northern Territory,NT,12/07/2021,vent_cum,0
Western Australia,WA,12/07/2021,hosp_cum,2
Western Australia,WA,12/07/2021,icu_cum,1
Western Australia,WA,12/07/2021,vent_cum,0
Queensland,QLD,12/07/2021,hosp_cum,47
Queensland,QLD,12/07/2021,icu_cum,1
Queensland,QLD,12/07/2021,vent_cum,0
South Australia,SA,12/07/2021,hosp_cum,2
South Australia,SA,12/07/2021,icu_cum,0
South Australia,SA,12/07/2021,vent_cum,0
Victoria,VIC,12/07/2021,hosp_cum,3
Victoria,VIC,12/07/2021,icu_cum,0
Victoria,VIC,12/07/2021,vent_cum,0
New South Wales,NSW,12/07/2021,hosp_cum,63
New South Wales,NSW,12/07/2021,icu_cum,18
New South Wales,NSW,12/07/2021,vent_cum,4
Australian Capital Territory,ACT,13/07/2021,hosp_cum,0
Australian Capital Territory,ACT,13/07/2021,icu_cum,0
Australian Capital Territory,ACT,13/07/2021,vent_cum,0
Northern Territory,NT,13/07/2021,hosp_cum,9
Northern Territory,NT,13/07/2021,icu_cum,0
Northern Territory,NT,13/07/2021,vent_cum,0
Tasmania,TAS,13/07/2021,hosp_cum,0
Tasmania,TAS,13/07/2021,icu_cum,0
Tasmania,TAS,13/07/2021,vent_cum,0
South Australia,SA,13/07/2021,hosp_cum,2
South Australia,SA,13/07/2021,icu_cum,0
South Australia,SA,13/07/2021,vent_cum,0
Western Australia,WA,13/07/2021,hosp_cum,2
Western Australia,WA,13/07/2021,icu_cum,1
Western Australia,WA,13/07/2021,vent_cum,0
Victoria,VIC,13/07/2021,hosp_cum,2
Victoria,VIC,13/07/2021,icu_cum,0
Victoria,VIC,13/07/2021,vent_cum,0
Queensland,QLD,13/07/2021,hosp_cum,45
Queensland,QLD,13/07/2021,icu_cum,1
Queensland,QLD,13/07/2021,vent_cum,0
New South Wales,NSW,13/07/2021,hosp_cum,65
New South Wales,NSW,13/07/2021,icu_cum,21
New South Wales,NSW,13/07/2021,vent_cum,4
Australian Capital Territory,ACT,14/07/2021,hosp_cum,0
Australian Capital Territory,ACT,14/07/2021,icu_cum,0
Australian Capital Territory,ACT,14/07/2021,vent_cum,0
Northern Territory,NT,14/07/2021,hosp_cum,7
Northern Territory,NT,14/07/2021,icu_cum,0
Northern Territory,NT,14/07/2021,vent_cum,0
Tasmania,TAS,14/07/2021,hosp_cum,0
Tasmania,TAS,14/07/2021,icu_cum,0
Tasmania,TAS,14/07/2021,vent_cum,0
Western Australia,WA,14/07/2021,hosp_cum,2
Western Australia,WA,14/07/2021,icu_cum,1
Western Australia,WA,14/07/2021,vent_cum,0
Victoria,VIC,14/07/2021,hosp_cum,1
Victoria,VIC,14/07/2021,icu_cum,0
Victoria,VIC,14/07/2021,vent_cum,0
South Australia,SA,14/07/2021,hosp_cum,2
South Australia,SA,14/07/2021,icu_cum,0
South Australia,SA,14/07/2021,vent_cum,0
Queensland,QLD,14/07/2021,hosp_cum,47
Queensland,QLD,14/07/2021,icu_cum,1
Queensland,QLD,14/07/2021,vent_cum,0
New South Wales,NSW,14/07/2021,hosp_cum,71
New South Wales,NSW,14/07/2021,icu_cum,20
New South Wales,NSW,14/07/2021,vent_cum,4
Australian Capital Territory,ACT,15/07/2021,hosp_cum,0
Australian Capital Territory,ACT,15/07/2021,icu_cum,0
Australian Capital Territory,ACT,15/07/2021,vent_cum,0
Tasmania,TAS,15/07/2021,hosp_cum,0
Tasmania,TAS,15/07/2021,icu_cum,0
Tasmania,TAS,15/07/2021,vent_cum,0
Western Australia,WA,15/07/2021,hosp_cum,2
Western Australia,WA,15/07/2021,icu_cum,1
Western Australia,WA,15/07/2021,vent_cum,0
Northern Territory,NT,15/07/2021,hosp_cum,7
Northern Territory,NT,15/07/2021,icu_cum,0
Northern Territory,NT,15/07/2021,vent_cum,0
South Australia,SA,15/07/2021,hosp_cum,0
South Australia,SA,15/07/2021,icu_cum,0
South Australia,SA,15/07/2021,vent_cum,0
Queensland,QLD,15/07/2021,hosp_cum,50
Queensland,QLD,15/07/2021,icu_cum,2
Queensland,QLD,15/07/2021,vent_cum,0
Victoria,VIC,15/07/2021,hosp_cum,1
Victoria,VIC,15/07/2021,icu_cum,0
Victoria,VIC,15/07/2021,vent_cum,0
New South Wales,NSW,15/07/2021,hosp_cum,73
New South Wales,NSW,15/07/2021,icu_cum,19
New South Wales,NSW,15/07/2021,vent_cum,5
Australian Capital Territory,ACT,16/07/2021,hosp_cum,0
Australian Capital Territory,ACT,16/07/2021,icu_cum,0
Australian Capital Territory,ACT,16/07/2021,vent_cum,0
Tasmania,TAS,16/07/2021,hosp_cum,0
Tasmania,TAS,16/07/2021,icu_cum,0
Tasmania,TAS,16/07/2021,vent_cum,0
Western Australia,WA,16/07/2021,hosp_cum,1
Western Australia,WA,16/07/2021,icu_cum,1
Western Australia,WA,16/07/2021,vent_cum,0
Northern Territory,NT,16/07/2021,hosp_cum,8
Northern Territory,NT,16/07/2021,icu_cum,0
Northern Territory,NT,16/07/2021,vent_cum,0
Queensland,QLD,16/07/2021,hosp_cum,48
Queensland,QLD,16/07/2021,icu_cum,2
Queensland,QLD,16/07/2021,vent_cum,0
South Australia,SA,16/07/2021,hosp_cum,0
South Australia,SA,16/07/2021,icu_cum,0
South Australia,SA,16/07/2021,vent_cum,0
Victoria,VIC,16/07/2021,hosp_cum,0
Victoria,VIC,16/07/2021,icu_cum,0
Victoria,VIC,16/07/2021,vent_cum,0
New South Wales,NSW,16/07/2021,hosp_cum,75
New South Wales,NSW,16/07/2021,icu_cum,18
New South Wales,NSW,16/07/2021,vent_cum,5
Australian Capital Territory,ACT,17/07/2021,hosp_cum,0
Australian Capital Territory,ACT,17/07/2021,icu_cum,0
Australian Capital Territory,ACT,17/07/2021,vent_cum,0
Northern Territory,NT,17/07/2021,hosp_cum,8
Northern Territory,NT,17/07/2021,icu_cum,0
Northern Territory,NT,17/07/2021,vent_cum,0
Tasmania,TAS,17/07/2021,hosp_cum,0
Tasmania,TAS,17/07/2021,icu_cum,0
Tasmania,TAS,17/07/2021,vent_cum,0
South Australia,SA,17/07/2021,hosp_cum,0
South Australia,SA,17/07/2021,icu_cum,0
South Australia,SA,17/07/2021,vent_cum,0
Western Australia,WA,17/07/2021,hosp_cum,1
Western Australia,WA,17/07/2021,icu_cum,1
Western Australia,WA,17/07/2021,vent_cum,0
Queensland,QLD,17/07/2021,hosp_cum,39
Queensland,QLD,17/07/2021,icu_cum,2
Queensland,QLD,17/07/2021,vent_cum,0
Victoria,VIC,17/07/2021,hosp_cum,0
Victoria,VIC,17/07/2021,icu_cum,0
Victoria,VIC,17/07/2021,vent_cum,0
New South Wales,NSW,17/07/2021,hosp_cum,75
New South Wales,NSW,17/07/2021,icu_cum,18
New South Wales,NSW,17/07/2021,vent_cum,6
Australian Capital Territory,ACT,18/07/2021,hosp_cum,0
Australian Capital Territory,ACT,18/07/2021,icu_cum,0
Australian Capital Territory,ACT,18/07/2021,vent_cum,0
Northern Territory,NT,18/07/2021,hosp_cum,8
Northern Territory,NT,18/07/2021,icu_cum,0
Northern Territory,NT,18/07/2021,vent_cum,0
Tasmania,TAS,18/07/2021,hosp_cum,0
Tasmania,TAS,18/07/2021,icu_cum,0
Tasmania,TAS,18/07/2021,vent_cum,0
South Australia,SA,18/07/2021,hosp_cum,0
South Australia,SA,18/07/2021,icu_cum,0
South Australia,SA,18/07/2021,vent_cum,0
Western Australia,WA,18/07/2021,hosp_cum,1
Western Australia,WA,18/07/2021,icu_cum,1
Western Australia,WA,18/07/2021,vent_cum,0
Queensland,QLD,18/07/2021,hosp_cum,39
Queensland,QLD,18/07/2021,icu_cum,2
Queensland,QLD,18/07/2021,vent_cum,0
Victoria,VIC,18/07/2021,hosp_cum,0
Victoria,VIC,18/07/2021,icu_cum,0
Victoria,VIC,18/07/2021,vent_cum,0
New South Wales,NSW,18/07/2021,hosp_cum,76
New South Wales,NSW,18/07/2021,icu_cum,18
New South Wales,NSW,18/07/2021,vent_cum,7
Australian Capital Territory,ACT,19/07/2021,hosp_cum,0
Australian Capital Territory,ACT,19/07/2021,icu_cum,0
Australian Capital Territory,ACT,19/07/2021,vent_cum,0
Northern Territory,NT,19/07/2021,hosp_cum,7
Northern Territory,NT,19/07/2021,icu_cum,0
Northern Territory,NT,19/07/2021,vent_cum,0
Tasmania,TAS,19/07/2021,hosp_cum,0
Tasmania,TAS,19/07/2021,icu_cum,0
Tasmania,TAS,19/07/2021,vent_cum,0
Western Australia,WA,19/07/2021,hosp_cum,1
Western Australia,WA,19/07/2021,icu_cum,1
Western Australia,WA,19/07/2021,vent_cum,0
Queensland,QLD,19/07/2021,hosp_cum,36
Queensland,QLD,19/07/2021,icu_cum,2
Queensland,QLD,19/07/2021,vent_cum,0
South Australia,SA,19/07/2021,hosp_cum,1
South Australia,SA,19/07/2021,icu_cum,0
South Australia,SA,19/07/2021,vent_cum,0
Victoria,VIC,19/07/2021,hosp_cum,1
Victoria,VIC,19/07/2021,icu_cum,0
Victoria,VIC,19/07/2021,vent_cum,0
New South Wales,NSW,19/07/2021,hosp_cum,82
New South Wales,NSW,19/07/2021,icu_cum,24
New South Wales,NSW,19/07/2021,vent_cum,7
Australian Capital Territory,ACT,20/07/2021,hosp_cum,0
Australian Capital Territory,ACT,20/07/2021,icu_cum,0
Australian Capital Territory,ACT,20/07/2021,vent_cum,0
Northern Territory,NT,20/07/2021,hosp_cum,6
Northern Territory,NT,20/07/2021,icu_cum,0
Northern Territory,NT,20/07/2021,vent_cum,0
Tasmania,TAS,20/07/2021,hosp_cum,0
Tasmania,TAS,20/07/2021,icu_cum,0
Tasmania,TAS,20/07/2021,vent_cum,0
South Australia,SA,20/07/2021,hosp_cum,1
South Australia,SA,20/07/2021,icu_cum,0
South Australia,SA,20/07/2021,vent_cum,0
Queensland,QLD,20/07/2021,hosp_cum,36
Queensland,QLD,20/07/2021,icu_cum,2
Queensland,QLD,20/07/2021,vent_cum,0
Western Australia,WA,20/07/2021,hosp_cum,1
Western Australia,WA,20/07/2021,icu_cum,1
Western Australia,WA,20/07/2021,vent_cum,0
Victoria,VIC,20/07/2021,hosp_cum,3
Victoria,VIC,20/07/2021,icu_cum,0
Victoria,VIC,20/07/2021,vent_cum,0
New South Wales,NSW,20/07/2021,hosp_cum,95
New South Wales,NSW,20/07/2021,icu_cum,27
New South Wales,NSW,20/07/2021,vent_cum,11
Australian Capital Territory,ACT,21/07/2021,hosp_cum,0
Australian Capital Territory,ACT,21/07/2021,icu_cum,0
Australian Capital Territory,ACT,21/07/2021,vent_cum,0
Northern Territory,NT,21/07/2021,hosp_cum,6
Northern Territory,NT,21/07/2021,icu_cum,0
Northern Territory,NT,21/07/2021,vent_cum,0
Tasmania,TAS,21/07/2021,hosp_cum,0
Tasmania,TAS,21/07/2021,icu_cum,0
Tasmania,TAS,21/07/2021,vent_cum,0
Queensland,QLD,21/07/2021,hosp_cum,36
Queensland,QLD,21/07/2021,icu_cum,2
Queensland,QLD,21/07/2021,vent_cum,0
Western Australia,WA,21/07/2021,hosp_cum,1
Western Australia,WA,21/07/2021,icu_cum,1
Western Australia,WA,21/07/2021,vent_cum,0
South Australia,SA,21/07/2021,hosp_cum,1
South Australia,SA,21/07/2021,icu_cum,0
South Australia,SA,21/07/2021,vent_cum,0
Victoria,VIC,21/07/2021,hosp_cum,5
Victoria,VIC,21/07/2021,icu_cum,0
Victoria,VIC,21/07/2021,vent_cum,0
New South Wales,NSW,21/07/2021,hosp_cum,106
New South Wales,NSW,21/07/2021,icu_cum,23
New South Wales,NSW,21/07/2021,vent_cum,11
Queensland,QLD,22/07/2021,hosp_cum,25
Queensland,QLD,22/07/2021,icu_cum,1
Queensland,QLD,22/07/2021,vent_cum,0
Australian Capital Territory,ACT,22/07/2021,hosp_cum,0
Australian Capital Territory,ACT,22/07/2021,icu_cum,0
Australian Capital Territory,ACT,22/07/2021,vent_cum,0
Northern Territory,NT,22/07/2021,hosp_cum,5
Northern Territory,NT,22/07/2021,icu_cum,0
Northern Territory,NT,22/07/2021,vent_cum,0
Tasmania,TAS,22/07/2021,hosp_cum,0
Tasmania,TAS,22/07/2021,icu_cum,0
Tasmania,TAS,22/07/2021,vent_cum,0
Western Australia,WA,22/07/2021,hosp_cum,1
Western Australia,WA,22/07/2021,icu_cum,1
Western Australia,WA,22/07/2021,vent_cum,0
South Australia,SA,22/07/2021,hosp_cum,1
South Australia,SA,22/07/2021,icu_cum,0
South Australia,SA,22/07/2021,vent_cum,0
Victoria,VIC,22/07/2021,hosp_cum,5
Victoria,VIC,22/07/2021,icu_cum,1
Victoria,VIC,22/07/2021,vent_cum,0
New South Wales,NSW,22/07/2021,hosp_cum,118
New South Wales,NSW,22/07/2021,icu_cum,28
New South Wales,NSW,22/07/2021,vent_cum,14
Australian Capital Territory,ACT,23/07/2021,hosp_cum,0
Australian Capital Territory,ACT,23/07/2021,icu_cum,0
Australian Capital Territory,ACT,23/07/2021,vent_cum,0
Northern Territory,NT,23/07/2021,hosp_cum,3
Northern Territory,NT,23/07/2021,icu_cum,0
Northern Territory,NT,23/07/2021,vent_cum,0
Tasmania,TAS,23/07/2021,hosp_cum,0
Tasmania,TAS,23/07/2021,icu_cum,0
Tasmania,TAS,23/07/2021,vent_cum,0
Western Australia,WA,23/07/2021,hosp_cum,1
Western Australia,WA,23/07/2021,icu_cum,1
Western Australia,WA,23/07/2021,vent_cum,0
South Australia,SA,23/07/2021,hosp_cum,1
South Australia,SA,23/07/2021,icu_cum,0
South Australia,SA,23/07/2021,vent_cum,0
Queensland,QLD,23/07/2021,hosp_cum,25
Queensland,QLD,23/07/2021,icu_cum,1
Queensland,QLD,23/07/2021,vent_cum,0
Victoria,VIC,23/07/2021,hosp_cum,7
Victoria,VIC,23/07/2021,icu_cum,2
Victoria,VIC,23/07/2021,vent_cum,0
New South Wales,NSW,23/07/2021,hosp_cum,137
New South Wales,NSW,23/07/2021,icu_cum,32
New South Wales,NSW,23/07/2021,vent_cum,14
Australian Capital Territory,ACT,24/07/2021,hosp_cum,0
Australian Capital Territory,ACT,24/07/2021,icu_cum,0
Australian Capital Territory,ACT,24/07/2021,vent_cum,0
Tasmania,TAS,24/07/2021,hosp_cum,0
Tasmania,TAS,24/07/2021,icu_cum,0
Tasmania,TAS,24/07/2021,vent_cum,0
Western Australia,WA,24/07/2021,hosp_cum,0
Western Australia,WA,24/07/2021,icu_cum,0
Western Australia,WA,24/07/2021,vent_cum,0
Queensland,QLD,24/07/2021,hosp_cum,21
Queensland,QLD,24/07/2021,icu_cum,1
Queensland,QLD,24/07/2021,vent_cum,0
Northern Territory,NT,24/07/2021,hosp_cum,4
Northern Territory,NT,24/07/2021,icu_cum,0
Northern Territory,NT,24/07/2021,vent_cum,0
South Australia,SA,24/07/2021,hosp_cum,2
South Australia,SA,24/07/2021,icu_cum,0
South Australia,SA,24/07/2021,vent_cum,0
Victoria,VIC,24/07/2021,hosp_cum,8
Victoria,VIC,24/07/2021,icu_cum,3
Victoria,VIC,24/07/2021,vent_cum,0
New South Wales,NSW,24/07/2021,hosp_cum,139
New South Wales,NSW,24/07/2021,icu_cum,37
New South Wales,NSW,24/07/2021,vent_cum,17
Australian Capital Territory,ACT,25/07/2021,hosp_cum,0
Australian Capital Territory,ACT,25/07/2021,icu_cum,0
Australian Capital Territory,ACT,25/07/2021,vent_cum,0
Northern Territory,NT,25/07/2021,hosp_cum,4
Northern Territory,NT,25/07/2021,icu_cum,0
Northern Territory,NT,25/07/2021,vent_cum,0
Tasmania,TAS,25/07/2021,hosp_cum,0
Tasmania,TAS,25/07/2021,icu_cum,0
Tasmania,TAS,25/07/2021,vent_cum,0
Western Australia,WA,25/07/2021,hosp_cum,0
Western Australia,WA,25/07/2021,icu_cum,0
Western Australia,WA,25/07/2021,vent_cum,0
South Australia,SA,25/07/2021,hosp_cum,2
South Australia,SA,25/07/2021,icu_cum,0
South Australia,SA,25/07/2021,vent_cum,0
Queensland,QLD,25/07/2021,hosp_cum,26
Queensland,QLD,25/07/2021,icu_cum,1
Queensland,QLD,25/07/2021,vent_cum,0
Victoria,VIC,25/07/2021,hosp_cum,7
Victoria,VIC,25/07/2021,icu_cum,2
Victoria,VIC,25/07/2021,vent_cum,0
New South Wales,NSW,25/07/2021,hosp_cum,141
New South Wales,NSW,25/07/2021,icu_cum,43
New South Wales,NSW,25/07/2021,vent_cum,18
Australian Capital Territory,ACT,26/07/2021,hosp_cum,0
Australian Capital Territory,ACT,26/07/2021,icu_cum,0
Australian Capital Territory,ACT,26/07/2021,vent_cum,0
Northern Territory,NT,26/07/2021,hosp_cum,3
Northern Territory,NT,26/07/2021,icu_cum,0
Northern Territory,NT,26/07/2021,vent_cum,0
Tasmania,TAS,26/07/2021,hosp_cum,0
Tasmania,TAS,26/07/2021,icu_cum,0
Tasmania,TAS,26/07/2021,vent_cum,0
Western Australia,WA,26/07/2021,hosp_cum,0
Western Australia,WA,26/07/2021,icu_cum,0
Western Australia,WA,26/07/2021,vent_cum,0
Queensland,QLD,26/07/2021,hosp_cum,26
Queensland,QLD,26/07/2021,icu_cum,1
Queensland,QLD,26/07/2021,vent_cum,0
South Australia,SA,26/07/2021,hosp_cum,2
South Australia,SA,26/07/2021,icu_cum,0
South Australia,SA,26/07/2021,vent_cum,0
Victoria,VIC,26/07/2021,hosp_cum,5
Victoria,VIC,26/07/2021,icu_cum,2
Victoria,VIC,26/07/2021,vent_cum,0
New South Wales,NSW,26/07/2021,hosp_cum,155
New South Wales,NSW,26/07/2021,icu_cum,44
New South Wales,NSW,26/07/2021,vent_cum,18
Australian Capital Territory,ACT,27/07/2021,hosp_cum,0
Australian Capital Territory,ACT,27/07/2021,icu_cum,0
Australian Capital Territory,ACT,27/07/2021,vent_cum,0
Northern Territory,NT,27/07/2021,hosp_cum,2
Northern Territory,NT,27/07/2021,icu_cum,0
Northern Territory,NT,27/07/2021,vent_cum,0
Tasmania,TAS,27/07/2021,hosp_cum,0
Tasmania,TAS,27/07/2021,icu_cum,0
Tasmania,TAS,27/07/2021,vent_cum,0
South Australia,SA,27/07/2021,hosp_cum,2
South Australia,SA,27/07/2021,icu_cum,0
South Australia,SA,27/07/2021,vent_cum,0
Queensland,QLD,27/07/2021,hosp_cum,25
Queensland,QLD,27/07/2021,icu_cum,1
Queensland,QLD,27/07/2021,vent_cum,0
Western Australia,WA,27/07/2021,hosp_cum,2
Western Australia,WA,27/07/2021,icu_cum,0
Western Australia,WA,27/07/2021,vent_cum,0
Victoria,VIC,27/07/2021,hosp_cum,7
Victoria,VIC,27/07/2021,icu_cum,2
Victoria,VIC,27/07/2021,vent_cum,0
New South Wales,NSW,27/07/2021,hosp_cum,169
New South Wales,NSW,27/07/2021,icu_cum,46
New South Wales,NSW,27/07/2021,vent_cum,19
Australian Capital Territory,ACT,28/07/2021,hosp_cum,0
Australian Capital Territory,ACT,28/07/2021,icu_cum,0
Australian Capital Territory,ACT,28/07/2021,vent_cum,0
Northern Territory,NT,28/07/2021,hosp_cum,2
Northern Territory,NT,28/07/2021,icu_cum,0
Northern Territory,NT,28/07/2021,vent_cum,0
Tasmania,TAS,28/07/2021,hosp_cum,0
Tasmania,TAS,28/07/2021,icu_cum,0
Tasmania,TAS,28/07/2021,vent_cum,0
South Australia,SA,28/07/2021,hosp_cum,2
South Australia,SA,28/07/2021,icu_cum,0
South Australia,SA,28/07/2021,vent_cum,0
Western Australia,WA,28/07/2021,hosp_cum,3
Western Australia,WA,28/07/2021,icu_cum,1
Western Australia,WA,28/07/2021,vent_cum,0
Victoria,VIC,28/07/2021,hosp_cum,7
Victoria,VIC,28/07/2021,icu_cum,2
Victoria,VIC,28/07/2021,vent_cum,0
Queensland,QLD,28/07/2021,hosp_cum,23
Queensland,QLD,28/07/2021,icu_cum,1
Queensland,QLD,28/07/2021,vent_cum,0
New South Wales,NSW,28/07/2021,hosp_cum,164
New South Wales,NSW,28/07/2021,icu_cum,56
New South Wales,NSW,28/07/2021,vent_cum,22
Australian Capital Territory,ACT,29/07/2021,hosp_cum,0
Australian Capital Territory,ACT,29/07/2021,icu_cum,0
Australian Capital Territory,ACT,29/07/2021,vent_cum,0
Tasmania,TAS,29/07/2021,hosp_cum,0
Tasmania,TAS,29/07/2021,icu_cum,0
Tasmania,TAS,29/07/2021,vent_cum,0
Queensland,QLD,29/07/2021,hosp_cum,42
Queensland,QLD,29/07/2021,icu_cum,1
Queensland,QLD,29/07/2021,vent_cum,0
South Australia,SA,29/07/2021,hosp_cum,2
South Australia,SA,29/07/2021,icu_cum,0
South Australia,SA,29/07/2021,vent_cum,0
Northern Territory,NT,29/07/2021,hosp_cum,7
Northern Territory,NT,29/07/2021,icu_cum,0
Northern Territory,NT,29/07/2021,vent_cum,0
Western Australia,WA,29/07/2021,hosp_cum,3
Western Australia,WA,29/07/2021,icu_cum,1
Western Australia,WA,29/07/2021,vent_cum,0
Victoria,VIC,29/07/2021,hosp_cum,7
Victoria,VIC,29/07/2021,icu_cum,2
Victoria,VIC,29/07/2021,vent_cum,0
New South Wales,NSW,29/07/2021,hosp_cum,182
New South Wales,NSW,29/07/2021,icu_cum,54
New South Wales,NSW,29/07/2021,vent_cum,22
Australian Capital Territory,ACT,30/07/2021,hosp_cum,0
Australian Capital Territory,ACT,30/07/2021,icu_cum,0
Australian Capital Territory,ACT,30/07/2021,vent_cum,0
Northern Territory,NT,30/07/2021,hosp_cum,6
Northern Territory,NT,30/07/2021,icu_cum,0
Northern Territory,NT,30/07/2021,vent_cum,0
Tasmania,TAS,30/07/2021,hosp_cum,0
Tasmania,TAS,30/07/2021,icu_cum,0
Tasmania,TAS,30/07/2021,vent_cum,0
South Australia,SA,30/07/2021,hosp_cum,2
South Australia,SA,30/07/2021,icu_cum,0
South Australia,SA,30/07/2021,vent_cum,0
Western Australia,WA,30/07/2021,hosp_cum,3
Western Australia,WA,30/07/2021,icu_cum,1
Western Australia,WA,30/07/2021,vent_cum,0
Queensland,QLD,30/07/2021,hosp_cum,43
Queensland,QLD,30/07/2021,icu_cum,1
Queensland,QLD,30/07/2021,vent_cum,0
Victoria,VIC,30/07/2021,hosp_cum,6
Victoria,VIC,30/07/2021,icu_cum,2
Victoria,VIC,30/07/2021,vent_cum,0
New South Wales,NSW,30/07/2021,hosp_cum,187
New South Wales,NSW,30/07/2021,icu_cum,58
New South Wales,NSW,30/07/2021,vent_cum,24
Australian Capital Territory,ACT,31/07/2021,hosp_cum,0
Australian Capital Territory,ACT,31/07/2021,icu_cum,0
Australian Capital Territory,ACT,31/07/2021,vent_cum,0
Tasmania,TAS,31/07/2021,hosp_cum,0
Tasmania,TAS,31/07/2021,icu_cum,0
Tasmania,TAS,31/07/2021,vent_cum,0
South Australia,SA,31/07/2021,hosp_cum,2
South Australia,SA,31/07/2021,icu_cum,0
South Australia,SA,31/07/2021,vent_cum,0
Western Australia,WA,31/07/2021,hosp_cum,3
Western Australia,WA,31/07/2021,icu_cum,1
Western Australia,WA,31/07/2021,vent_cum,0
Northern Territory,NT,31/07/2021,hosp_cum,6
Northern Territory,NT,31/07/2021,icu_cum,0
Northern Territory,NT,31/07/2021,vent_cum,0
Victoria,VIC,31/07/2021,hosp_cum,6
Victoria,VIC,31/07/2021,icu_cum,2
Victoria,VIC,31/07/2021,vent_cum,1
Queensland,QLD,31/07/2021,hosp_cum,43
Queensland,QLD,31/07/2021,icu_cum,1
Queensland,QLD,31/07/2021,vent_cum,0
New South Wales,NSW,31/07/2021,hosp_cum,187
New South Wales,NSW,31/07/2021,icu_cum,58
New South Wales,NSW,31/07/2021,vent_cum,24
Australian Capital Territory,ACT,1/08/2021,hosp_cum,0
Australian Capital Territory,ACT,1/08/2021,icu_cum,0
Australian Capital Territory,ACT,1/08/2021,vent_cum,0
Northern Territory,NT,1/08/2021,hosp_cum,6
Northern Territory,NT,1/08/2021,icu_cum,0
Northern Territory,NT,1/08/2021,vent_cum,0
Tasmania,TAS,1/08/2021,hosp_cum,0
Tasmania,TAS,1/08/2021,icu_cum,0
Tasmania,TAS,1/08/2021,vent_cum,0
Western Australia,WA,1/08/2021,hosp_cum,2
Western Australia,WA,1/08/2021,icu_cum,1
Western Australia,WA,1/08/2021,vent_cum,0
South Australia,SA,1/08/2021,hosp_cum,4
South Australia,SA,1/08/2021,icu_cum,0
South Australia,SA,1/08/2021,vent_cum,0
Victoria,VIC,1/08/2021,hosp_cum,8
Victoria,VIC,1/08/2021,icu_cum,2
Victoria,VIC,1/08/2021,vent_cum,1
Queensland,QLD,1/08/2021,hosp_cum,53
Queensland,QLD,1/08/2021,icu_cum,1
Queensland,QLD,1/08/2021,vent_cum,0
New South Wales,NSW,1/08/2021,hosp_cum,222
New South Wales,NSW,1/08/2021,icu_cum,54
New South Wales,NSW,1/08/2021,vent_cum,25
Australian Capital Territory,ACT,2/08/2021,hosp_cum,0
Australian Capital Territory,ACT,2/08/2021,icu_cum,0
Australian Capital Territory,ACT,2/08/2021,vent_cum,0
Tasmania,TAS,2/08/2021,hosp_cum,0
Tasmania,TAS,2/08/2021,icu_cum,0
Tasmania,TAS,2/08/2021,vent_cum,0
Northern Territory,NT,2/08/2021,hosp_cum,7
Northern Territory,NT,2/08/2021,icu_cum,0
Northern Territory,NT,2/08/2021,vent_cum,0
South Australia,SA,2/08/2021,hosp_cum,3
South Australia,SA,2/08/2021,icu_cum,0
South Australia,SA,2/08/2021,vent_cum,0
Western Australia,WA,2/08/2021,hosp_cum,2
Western Australia,WA,2/08/2021,icu_cum,1
Western Australia,WA,2/08/2021,vent_cum,0
Victoria,VIC,2/08/2021,hosp_cum,8
Victoria,VIC,2/08/2021,icu_cum,3
Victoria,VIC,2/08/2021,vent_cum,1
Queensland,QLD,2/08/2021,hosp_cum,66
Queensland,QLD,2/08/2021,icu_cum,1
Queensland,QLD,2/08/2021,vent_cum,0
New South Wales,NSW,2/08/2021,hosp_cum,228
New South Wales,NSW,2/08/2021,icu_cum,54
New South Wales,NSW,2/08/2021,vent_cum,25
Australian Capital Territory,ACT,3/08/2021,hosp_cum,0
Australian Capital Territory,ACT,3/08/2021,icu_cum,0
Australian Capital Territory,ACT,3/08/2021,vent_cum,0
Northern Territory,NT,3/08/2021,hosp_cum,7
Northern Territory,NT,3/08/2021,icu_cum,0
